국가유산종목,문화재명,시도명,시군구명,종목코드,시도코드,관리번호,위도,경도
국보,서울 숭례문,서울,중구,11,11,0000010000000,37.559975221378,126.975312652739
국보,서울 원각사지 십층석탑,서울,종로구,11,11,0000020000000,37.5715461695449,126.988207994364
국보,서울 북한산 신라 진흥왕 순수비,서울,용산구,11,11,0000030000000,37.5240413763397,126.980350241652
국보,여주 고달사지 승탑,경기,여주시,11,31,0000040000000,37.3939072455202,127.652160778359
국보,보은 법주사 쌍사자 석등,충북,보은군,11,33,0000050000000,36.5421679403972,127.833219375596
국보,충주 탑평리 칠층석탑,충북,충주시,11,33,0000060000000,37.0158885404695,127.866630082822
국보,천안 봉선홍경사 갈기비,충남,천안시,11,34,0000070000000,36.943151950305,127.134710477185
국보,보령 성주사지 대낭혜화상탑비,충남,보령시,11,34,0000080000000,36.3446996913308,126.655469090758
국보,부여 정림사지 오층석탑,충남,부여군,11,34,0000090000000,36.2792973520136,126.913363436976
국보,남원 실상사 백장암 삼층석탑,전북,남원시,11,35,0000100000000,35.4425391241814,127.619971568516
국보,익산 미륵사지 석탑,전북,익산시,11,35,0000110000000,36.0124223230747,127.030560529125
국보,구례 화엄사 각황전 앞 석등,전남,구례군,11,36,0000120000000,35.2571531377685,127.497444533919
국보,강진 무위사 극락보전,전남,강진군,11,36,0000130000000,34.738787662775,126.686758419185
국보,영천 거조사 영산전,경북,영천시,11,37,0000140000000,36.0200794751569,128.764535947917
국보,안동 봉정사 극락전,경북,안동시,11,37,0000150000000,36.65344383,128.662442
국보,안동 법흥사지 칠층전탑,경북,안동시,11,37,0000160000000,36.5659751219048,128.746392271242
국보,영주 부석사 무량수전 앞 석등,경북,영주시,11,37,0000170000000,36.9988050108967,128.687451710932
국보,영주 부석사 무량수전,경북,영주시,11,37,0000180000000,36.9989539877941,128.68748555042
국보,영주 부석사 조사당,경북,영주시,11,37,0000190000000,36.9996018286797,128.688515469067
국보,경주 불국사 다보탑,경북,경주시,11,37,0000200000000,35.7899698186069,129.332267999295
국보,경주 불국사 삼층석탑,경북,경주시,11,37,0000210000000,35.7899677237892,129.331984595091
국보,경주 불국사 연화교 및 칠보교,경북,경주시,11,37,0000220000000,35.7897191051224,129.331642804335
국보,경주 불국사 청운교 및 백운교,경북,경주시,11,37,0000230000000,35.7897229583531,129.332158169199
국보,경주 석굴암 석굴,경북,경주시,11,37,0000240000000,35.794852,129.349242
국보,경주 태종무열왕릉비,경북,경주시,11,37,0000250000000,35.8251335576631,129.188548279325
국보,경주 불국사 금동비로자나불좌상,경북,경주시,11,37,0000260000000,0,0
국보,경주 불국사 금동아미타여래좌상,경북,경주시,11,37,0000270000000,0,0
국보,경주 백률사 금동약사여래입상,경북,경주시,11,37,0000280000000,35.8293874259588,129.227912382125
국보,성덕대왕신종,경북,경주시,11,37,0000290000000,35.8293874259588,129.227912382125
국보,경주 분황사 모전석탑,경북,경주시,11,37,0000300000000,35.840561548299,129.233641826763
국보,경주 첨성대,경북,경주시,11,37,0000310000000,35.834695848054,129.218993693668
국보,합천 해인사 대장경판,경남,합천군,11,38,0000320000000,35.8011827,128.0980159
국보,창녕 신라 진흥왕 척경비,경남,창녕군,11,38,0000330000000,35.5407250695667,128.50264501968
국보,창녕 술정리 동 삼층석탑,경남,창녕군,11,38,0000340000000,35.5395963195985,128.496103617453
국보,구례 화엄사 사사자 삼층석탑,전남,구례군,11,36,0000350000000,35.2569773703239,127.49652701406
국보,상원사 동종,강원,평창군,11,51,0000360000000,0,0
국보,경주 황복사지 삼층석탑,경북,경주시,11,37,0000370000000,35.8321857175997,129.242391005132
국보,경주 고선사지 삼층석탑,경북,경주시,11,37,0000380000000,35.8281281391872,129.229057533909
국보,경주 나원리 오층석탑,경북,경주시,11,37,0000390000000,35.8936077546984,129.212255439354
국보,경주 정혜사지 십삼층석탑,경북,경주시,11,37,0000400000000,36.0190473494375,129.157669514943
국보,청주 용두사지 철당간,충북,청주시,11,33,0000410000000,36.6330873652615,127.48975464869
국보,순천 송광사 목조삼존불감,전남,순천시,11,36,0000420000000,35.0021686,127.2756552
국보,혜심 고신제서,전남,순천시,11,36,0000430000000,35.0021686,127.2756552
국보,장흥 보림사 남·북 삼층석탑 및 석등,전남,장흥군,11,36,0000440000000,34.8077435022035,126.896264475771
국보,영주 부석사 소조여래좌상,경북,영주시,11,37,0000450000000,36.9989709,128.6879994
국보,부석사 조사당 벽화,경북,영주시,11,37,0000460000000,36.9989709,128.6879994
국보,하동 쌍계사 진감선사탑비,경남,하동군,11,38,0000470000000,35.2324784611333,127.650504705527
국보,평창 월정사 팔각 구층석탑,강원,평창군,11,51,0000480000100,37.7316038064596,128.592070081831
국보,평창 월정사 석조보살좌상,강원,평창군,11,51,0000480000200,0,0
국보,예산 수덕사 대웅전,충남,예산군,11,34,0000490000000,36.6632845477709,126.622672726278
국보,영암 도갑사 해탈문,전남,영암군,11,36,0000500000000,34.7527543103396,126.662111686294
국보,강릉 임영관 삼문,강원,강릉시,11,51,0000510000000,37.7529411974014,128.891896913434
국보,합천 해인사 장경판전,경남,합천군,11,38,0000520000000,35.8016023778966,128.098720300091
국보,구례 연곡사 동 승탑,전남,구례군,11,36,0000530000000,35.2552278706953,127.588430206405
국보,구례 연곡사 북 승탑,전남,구례군,11,36,0000540000000,35.2561033437638,127.588262244393
국보,보은 법주사 팔상전,충북,보은군,11,33,0000550000000,36.5419417095503,127.833098082724
국보,순천 송광사 국사전,전남,순천시,11,36,0000560000000,35.0018816706123,127.27649252568
국보,화순 쌍봉사 철감선사탑,전남,화순군,11,36,0000570000000,34.8882936734083,127.059222230132
국보,청양 장곡사 철조약사여래좌상 및 석조대좌,충남,청양군,11,34,0000580000000,36.4173064,126.8595648
국보,원주 법천사지 지광국사탑비,강원,원주시,11,51,0000590000000,37.2096197546811,127.764709296462
국보,청자 사자형뚜껑 향로,서울,용산구,11,11,0000600000000,37.5240413763397,126.980350241652
국보,청자 어룡형 주전자,서울,용산구,11,11,0000610000000,37.5240413763397,126.980350241652
국보,김제 금산사 미륵전,전북,김제시,11,35,0000620000000,35.7231115250509,127.053933184269
국보,철원 도피안사 철조비로자나불좌상,강원,철원군,11,51,0000630000000,0,0
국보,보은 법주사 석련지,충북,보은군,11,33,0000640000000,36.541486086488,127.832483864655
국보,청자 기린형뚜껑 향로,서울,성북구,11,11,0000650000000,37.5946,126.9967
국보,청자 상감연지원앙문 정병,서울,성북구,11,11,0000660000000,37.589116,127.0182146
국보,구례 화엄사 각황전,전남,구례군,11,36,0000670000000,35.257238210658,127.497211018003
국보,청자 상감운학문 매병,서울,성북구,11,11,0000680000000,37.589116,127.0182146
국보,심지백 개국원종공신녹권,부산,서구,11,21,0000690000000,35.1046988,129.0193361
국보,훈민정음,서울,성북구,11,11,0000700000000,37.589116,127.0182146
국보,"동국정운 권1, 6",서울,성북구,11,11,0000710000000,37.589116,127.0182146
국보,금동계미명삼존불입상,서울,성북구,11,11,0000720000000,37.589116,127.0182146
국보,금동삼존불감,서울,성북구,11,11,0000730000000,37.589116,127.0182146
국보,청자 오리모양 연적,서울,성북구,11,11,0000740000000,37.589116,127.0182146
국보,표충사 청동 은입사 향완,경남,밀양시,11,38,0000750000000,35.533758,128.9623239
국보,이순신 난중일기 및 서간첩 임진장초,충남,아산시,11,34,0000760000000,36.806545,127.0320687
국보,의성 탑리리 오층석탑,경북,의성군,11,37,0000770000000,36.2552065336905,128.683830177852
국보,금동미륵보살반가사유상(1962-1),서울,용산구,11,11,0000780000000,37.5240413763397,126.980350241652
국보,경주 구황동 금제여래좌상,서울,용산구,11,11,0000790000000,37.5240413763397,126.980350241652
국보,경주 구황동 금제여래입상,서울,용산구,11,11,0000800000000,37.5240413763397,126.980350241652
국보,경주 감산사 석조미륵보살입상,서울,용산구,11,11,0000810000000,37.5240413763397,126.980350241652
국보,경주 감산사 석조아미타여래입상,서울,용산구,11,11,0000820000000,37.5240413763397,126.980350241652
국보,금동미륵보살반가사유상(1962-2),서울,용산구,11,11,0000830000000,37.5240413763397,126.980350241652
국보,서산 용현리 마애여래삼존상,충남,서산시,11,34,0000840000000,36.7738058344123,126.605229576013
국보,금동신묘명삼존불입상,서울,용산구,11,11,0000850000000,37.5384272,126.9654442
국보,개성 경천사지 십층석탑,서울,용산구,11,11,0000860000000,37.5240413763397,126.980350241652
국보,금관총 금관 및 금제 관식,경북,경주시,11,37,0000870000000,35.8293874259588,129.227912382125
국보,금관총 금제 허리띠,경북,경주시,11,37,0000880000000,35.8293874259588,129.227912382125
국보,평양 석암리 금제 띠고리,서울,용산구,11,11,0000890000000,37.5240413763397,126.980350241652
국보,경주 부부총 금귀걸이,서울,용산구,11,11,0000900000000,37.5240413763397,126.980350241652
국보,도기 기마인물형 명기,서울,용산구,11,11,0000910000000,37.5240413763397,126.980350241652
국보,청동 은입사 포류수금문 정병,서울,용산구,11,11,0000920000000,37.5240413763397,126.980350241652
국보,백자 철화포도원숭이문 항아리,서울,용산구,11,11,0000930000000,37.5240413763397,126.980350241652
국보,청자 참외모양 병,서울,용산구,11,11,0000940000000,37.5240413763397,126.980350241652
국보,청자 투각칠보문뚜껑 향로,서울,용산구,11,11,0000950000000,37.5240413763397,126.980350241652
국보,청자 구룡형 주전자,서울,용산구,11,11,0000960000000,37.5240413763397,126.980350241652
국보,청자 음각연화당초문 매병,서울,용산구,11,11,0000970000000,37.5240413763397,126.980350241652
국보,청자 상감모란문 항아리,서울,용산구,11,11,0000980000000,37.5240413763397,126.980350241652
국보,김천 갈항사지 동·서 삼층석탑,서울,용산구,11,11,0000990000000,37.5221291000299,126.980757030004
국보,개성 남계원지 칠층석탑,서울,용산구,11,11,0001000000000,37.5223002900538,126.980984368113
국보,원주 법천사지 지광국사탑,강원,원주시,11,51,0001010000000,0,0
국보,충주 정토사지 홍법국사탑,서울,용산구,11,11,0001020000000,37.523423,126.981360
국보,광양 중흥산성 쌍사자 석등,광주,북구,11,24,0001030000000,35.1890949671163,126.883091194016
국보,전 원주 흥법사지 염거화상탑,서울,용산구,11,11,0001040000000,37.5235137101258,126.980619356019
국보,산청 범학리 삼층석탑,경남,진주시,11,38,0001050000000,35.189463,128.076668
국보,계유명전씨아미타불비상,충북,청주시,11,33,0001060000000,36.6496642287998,127.512007838177
국보,백자 철화포도문 항아리,서울,서대문구,11,11,0001070000000,0,0
국보,계유명삼존천불비상,충북,청주시,11,33,0001080000000,0,0
국보,군위 아미타여래삼존 석굴,대구,군위군,11,22,0001090000000,36.0489946895272,128.64110421392
국보,이제현 초상,서울,용산구,11,11,0001100000000,37.5240413763397,126.980350241652
국보,안향 초상,경북,영주시,11,37,0001110000000,36.9258026534505,128.582143373769
국보,경주 감은사지 동·서 삼층석탑,경북,경주시,11,37,0001120000000,35.7481399114246,129.477006979332
국보,청자 철화양류문 통형 병,서울,용산구,11,11,0001130000000,37.5240413763397,126.980350241652
국보,청자 상감모란국화문 참외모양 병,광주,북구,11,24,0001140000000,37.5240413763397,126.980350241652
국보,청자 상감당초문 완,서울,용산구,11,11,0001150000000,37.5240413763397,126.980350241652
국보,청자 상감모란문 표주박모양 주전자,서울,용산구,11,11,0001160000000,37.5240413763397,126.980350241652
국보,장흥 보림사 철조비로자나불좌상,전남,장흥군,11,36,0001170000000,34.8075776,126.8965153
국보,금동미륵보살반가사유상(1964),서울,용산구,11,11,0001180000000,37.5365283,126.9961867
국보,금동연가7년명여래입상,서울,용산구,11,11,0001190000000,37.5240413763397,126.980350241652
국보,용주사 동종,경기,화성시,11,31,0001200000000,37.1994932,126.8311887
국보,안동 하회탈 및 병산탈,경북,안동시,11,37,0001210000000,36.5465776,128.5281527
국보,양양 진전사지 삼층석탑,강원,양양군,11,51,0001220000000,38.1211098266828,128.54970669
국보,익산 왕궁리 오층석탑 사리장엄구,전북,익산시,11,35,0001230000000,35.8012467405827,127.089804075637
국보,강릉 한송사지 석조보살좌상,강원,춘천시,11,32,0001240000000,37.863981487097,127.753878072727
국보,녹유골호(부석제외함),서울,용산구,11,11,0001250000000,37.5240413763397,126.980350241652
국보,불국사 삼층석탑 사리장엄구,경북,경주시,11,37,0001260000000,35.7898809,129.3318932
국보,서울 삼양동 금동관음보살입상,서울,용산구,11,11,0001270000000,37.5240413763397,126.980350241652
국보,금동관음보살입상,서울,용산구,11,11,0001280000000,0,0
국보,금동보살입상(1968),서울,용산구,11,11,0001290000000,37.5384272,126.9654442
국보,구미 죽장리 오층석탑,경북,구미시,11,37,0001300000000,36.2485579923652,128.281699692974
국보,고려말 화령부 호적 관련 고문서,서울,용산구,11,11,0001310000000,37.5240413763397,126.980350241652
국보,징비록,경북,안동시,11,37,0001320000000,36.702059,128.8109461
국보,청자 동화연화문 표주박모양 주전자,서울,용산구,11,11,0001330000000,37.5365283,126.9961867
국보,금동보살삼존입상,서울,용산구,11,11,0001340000000,37.5365283,126.9961867
국보,신윤복 필 풍속도 화첩,서울,성북구,11,11,0001350000000,37.589116,127.0182146
국보,금동 용두보당,서울,용산구,11,11,0001360000000,37.5365283,126.9961867
국보,대구 비산동 청동기 일괄 - 검 및 칼집 부속,서울,용산구,11,11,0001370000100,37.5365283,126.9961867
국보,대구 비산동 청동기 일괄 - 투겁창 및 꺾창,서울,용산구,11,11,0001370000200,0,0
국보,전 고령 금관 및 장신구 일괄,서울,용산구,11,11,0001380000000,37.5365283,126.9961867
국보,김홍도 필 군선도 병풍,서울,용산구,11,11,0001390000000,37.5365283,126.9961867
국보,나전 화문 동경,서울,용산구,11,11,0001400000000,37.5365283,126.9961867
국보,정문경,서울,동작구,11,11,0001410000000,37.5073799,126.9521283
국보,동국정운,서울,광진구,11,11,0001420000000,37.5384843,127.0822938
국보,화순 대곡리 청동기 일괄,광주,북구,11,24,0001430000000,35.1890949671163,126.883091194016
국보,영암 월출산 마애여래좌상,전남,영암군,11,36,0001440000000,34.7638594612529,126.690502400036
국보,귀면 청동로,서울,용산구,11,11,0001450000000,37.5240413763397,126.980350241652
국보,전 논산 청동방울 일괄,충남,부여군,11,34,0001460000000,0,0
국보,울주 천전리 명문과 암각화,울산,울주군,11,26,0001470000000,35.6143464249842,129.175090935504
국보,십칠사찬고금통요 권16,서울,관악구,11,11,0001480000100,37.4623506678375,126.95045327355
국보,십칠사찬고금통요 권17,서울,서초구,11,11,0001480000200,37.4974828311898,127.00303781214
국보,"동래선생교정북사상절 권4, 5",서울,성북구,11,11,0001490000100,37.589116,127.0182146
국보,동래선생교정북사상절 권6,서울,중구,11,11,0001490000200,0,0
국보,송조표전총류 권7,서울,관악구,11,11,0001500000000,37.4623506678375,126.95045327355
국보,조선왕조실록 정족산사고본,서울,관악구,11,11,0001510000100,37.4623506678375,126.95045327355
국보,조선왕조실록 태백산사고본,부산,연제구,11,21,0001510000200,35.1906,129.0529875
국보,조선왕조실록 오대산사고본,서울,종로구,11,11,0001510000300,37.4623506678375,126.95045327355
국보,조선왕조실록 적상산사고본,서울,용산구,11,11,0001510000400,37.4623506678375,126.95045327355
국보,조선왕조실록 봉모당본,경기,성남시,11,31,0001510000500,0,0
국보,조선왕조실록 낙질 및 산엽본,서울,관악구,11,11,0001510000600,0,0
국보,비변사등록,서울,관악구,11,11,0001520000000,37.4623506678375,126.95045327355
국보,일성록,서울,관악구,11,11,0001530000000,37.4623506678375,126.95045327355
국보,무령왕 금제 관식,충남,공주시,11,34,0001540000000,36.4655996983205,127.112372995153
국보,무령왕비 금제 관식,서울,용산구,11,11,0001550000000,37.5240413763397,126.980350241652
국보,무령왕 금귀걸이,충남,공주시,11,34,0001560000000,36.4655996983205,127.112372995153
국보,무령왕비 금귀걸이,충남,공주시,11,34,0001570000000,37.5240413763397,126.980350241652
국보,무령왕비 금목걸이,충남,공주시,11,34,0001580000000,36.4655996983205,127.112372995153
국보,무령왕 금제 뒤꽂이,충남,공주시,11,34,0001590000000,36.4655996983205,127.112372995153
국보,무령왕비 은팔찌,충남,공주시,11,34,0001600000000,36.4655996983205,127.112372995153
국보,무령왕릉 청동거울 일괄,충남,공주시,11,34,0001610000000,36.4655996983205,127.112372995153
국보,무령왕릉 석수,충남,공주시,11,34,0001620000000,36.4655996983205,127.112372995153
국보,무령왕릉 지석,충남,공주시,11,34,0001630000000,36.4655996983205,127.112372995153
국보,무령왕비 베개,충남,공주시,11,34,0001640000000,36.4655996983205,127.112372995153
국보,무령왕 발받침,충남,공주시,11,34,0001650000000,36.4655996983205,127.112372995153
국보,백자 철화매죽문 항아리,서울,용산구,11,11,0001660000000,37.5240413763397,126.980350241652
국보,청자 인물형 주전자,서울,용산구,11,11,0001670000000,37.5240413763397,126.980350241652
국보,청자 양각죽절문 병,서울,용산구,11,11,0001690000000,37.5365283,126.9961867
국보,백자 청화매조죽문 유개항아리,서울,용산구,11,11,0001700000000,37.5240413763397,126.980350241652
국보,청동 은입사 봉황문 합,서울,용산구,11,11,0001710000000,37.5365283,126.9961867
국보,진양군 영인정씨묘 출토 유물,서울,용산구,11,11,0001720000000,37.5365283,126.9961867
국보,청자 퇴화점문 나한좌상,서울,강남구,11,11,0001730000000,0,0
국보,금동 수정 장식 촛대,서울,용산구,11,11,0001740000000,37.5365283,126.9961867
국보,백자 상감연화당초문 대접,서울,용산구,11,11,0001750000000,37.5240413763397,126.980350241652
국보,백자 청화‘홍치2년’명 송죽문 항아리,경기,고양시,11,31,0001760000000,0,0
국보,분청사기 인화국화문 태항아리,서울,성북구,11,11,0001770000000,0,0
국보,분청사기 음각어문 편병,서울,용산구,11,11,0001780000000,37.5240413763397,126.980350241652
국보,분청사기 박지연화어문 편병,서울,관악구,11,11,0001790000000,37.4810717,126.9183525
국보,김정희 필 세한도,서울,용산구,11,11,0001800000000,37.5240413763397,126.980350241652
국보,장양수 홍패,경북,울진군,11,37,0001810000000,37.0008795,129.3822725
국보,구미 선산읍 금동여래입상,대구,수성구,11,22,0001820000000,35.8458590712431,128.637925230409
국보,구미 선산읍 금동보살입상(1976-1),대구,수성구,11,22,0001830000000,35.8458590712431,128.637925230409
국보,구미 선산읍 금동보살입상(1976-2),대구,수성구,11,22,0001840000000,35.8458590712431,128.637925230409
국보,상지은니 묘법연화경,서울,용산구,11,11,0001850000000,37.5240413763397,126.980350241652
국보,양평 신화리 금동여래입상,서울,용산구,11,11,0001860000000,37.5240413763397,126.980350241652
국보,영양 산해리 오층모전석탑,경북,영양군,11,37,0001870000000,36.5848625730672,129.069496721185
국보,천마총 금관,경북,경주시,11,37,0001880000000,35.8293874259588,129.227912382125
국보,천마총 관모,경북,경주시,11,37,0001890000000,35.8293874259588,129.227912382125
국보,천마총 금제 허리띠,경북,경주시,11,37,0001900000000,35.8293874259588,129.227912382125
국보,황남대총 북분 금관,서울,용산구,11,11,0001910000000,37.5240413763397,126.980350241652
국보,황남대총 북분 금제 허리띠,서울,용산구,11,11,0001920000000,37.5240413763397,126.980350241652
국보,황남대총 남분 유리병 및 잔,서울,용산구,11,11,0001930000000,37.5240413763397,126.980350241652
국보,황남대총 남분 금목걸이,경북,경주시,11,37,0001940000000,0,0
국보,토우장식 장경호,경북,경주시,11,37,0001950000000,37.5240413763397,126.980350241652
국보,"신라백지묵서 대방광불화엄경 주본 권1~10, 44~50",서울,용산구,11,11,0001960000000,37.5365283,126.9961867
국보,충주 청룡사지 보각국사탑,충북,충주시,11,33,0001970000000,37.130875590851,127.838116122621
국보,단양 신라 적성비,충북,단양군,11,33,0001980000000,36.944434451512,128.321025920588
국보,경주 단석산 신선사 마애불상군,경북,경주시,11,37,0001990000000,35.796818018841,129.081942767651
국보,금동보살입상(1979),부산,남구,11,21,0002000000000,35.1295217022496,129.09414818121
국보,봉화 북지리 마애여래좌상,경북,봉화군,11,37,0002010000000,36.9312841780527,128.736910477051
국보,대방광불화엄경 진본 권37,서울,서대문구,11,11,0002020000000,0,0
국보,대방광불화엄경 주본 권6,서울,중구,11,11,0002030000000,0,0
국보,대방광불화엄경 주본 권36,서울,중구,11,11,0002040000000,0,0
국보,충주 고구려비,충북,충주시,11,33,0002050000000,37.0280868354749,127.848500056674
국보,합천 해인사 고려목판,경남,합천군,11,38,0002060000000,35.8011827,128.0980159
국보,경주 천마총 장니 천마도,경북,경주시,11,37,0002070000000,0,0
국보,도리사 세존사리탑 금동 사리기,경북,김천시,11,37,0002080000000,36.1167724,128.0040771
국보,보협인석탑,경기,고양시,11,31,0002090000000,0,0
국보,감지은니 불공견삭신변진언경 권13,서울,용산구,11,11,0002100000000,37.5365283,126.9961867
국보,백지묵서 묘법연화경,서울,관악구,11,11,0002110000000,37.4810717,126.9183525
국보,대불정여래밀인수증요의제보살만행수능엄경(언해),서울,중구,11,11,0002120000000,37.5592488,126.9985492
국보,금동탑,서울,용산구,11,11,0002130000000,37.5365283,126.9961867
국보,흥왕사명 청동 은입사 향완,서울,용산구,11,11,0002140000000,37.5365283,126.9961867
국보,감지은니 대방광불화엄경 정원본 권31,서울,용산구,11,11,0002150000000,37.5365283,126.9961867
국보,정선 필 인왕제색도,서울,용산구,11,11,0002160000000,37.5384272,126.9654442
국보,정선 필 금강전도,서울,용산구,11,11,0002170000000,37.5365283,126.9961867
국보,아미타삼존도,서울,용산구,11,11,0002180000000,37.5384272,126.9654442
국보,백자 청화매죽문 항아리,서울,용산구,11,11,0002190000000,37.5365283,126.9961867
국보,청자 상감용봉모란문 합 및 탁,서울,용산구,11,11,0002200000000,37.5365283,126.9961867
국보,평창 상원사 목조문수동자좌상,강원,평창군,11,51,0002210000000,0,0
국보,백자 청화매죽문 유개항아리,서울,관악구,11,11,0002220000000,37.4810717,126.9183525
국보,경복궁 근정전,서울,종로구,11,11,0002230000000,37.578342,126.976953
국보,경복궁 경회루,서울,종로구,11,11,0002240000000,37.579201,126.975569
국보,창덕궁 인정전,서울,종로구,11,11,0002250000000,37.5793794729159,126.991100008613
국보,창경궁 명정전,서울,종로구,11,11,0002260000000,37.578748,126.995008
국보,종묘 정전,서울,종로구,11,11,0002270000000,37.574782,126.993857
국보,천상열차분야지도 각석,서울,종로구,11,11,0002280000000,37.576571075929,126.974851135691
국보,창경궁 자격루 누기,서울,종로구,11,11,0002290000000,37.565897,126.9750217
국보,혼천의 및 혼천시계,서울,성북구,11,11,0002300000000,0,0
국보,전 영암 거푸집 일괄,서울,동작구,11,11,0002310000000,37.5073799,126.9521283
국보,이화 개국공신녹권,전북,전주시,11,35,0002320000000,0,0
국보,산청 석남암사지 석조비로자나불좌상,경남,산청군,11,38,0002330000100,35.3002724371669,127.810030229352
국보,산청 석남암사지 석조비로자나불좌상 활석사리호,부산,남구,11,21,0002330000200,0,0
국보,감지은니 묘법연화경,서울,용산구,11,11,0002340000000,37.5384272,126.9654442
국보,감지금니 대방광불화엄경보현행원품,서울,용산구,11,11,0002350000000,37.5384272,126.9654442
국보,경주 장항리 서 오층석탑,경북,경주시,11,37,0002360000000,35.7748660668149,129.372992687772
국보,고산구곡시화도 병풍,서울,종로구,11,11,0002370000000,0,0
국보,소원화개첩,서울,종로구,11,11,0002380000000,0,0
국보,송시열 초상,서울,용산구,11,11,0002390000000,37.5240413763397,126.980350241652
국보,윤두서 자화상,전남,해남군,11,36,0002400000000,0,0
국보,초조본 대반야바라밀다경 권249,서울,용산구,11,11,0002410000000,0,0
국보,울진 봉평리 신라비,경북,울진군,11,37,0002420000000,37.04460792,129.4091392
국보,초조본 현양성교론 권11,서울,용산구,11,11,0002430000000,37.5384272,126.9654442
국보,초조본 유가사지론 권17,경기,용인시,11,31,0002440000000,37.2244074,127.1883065
국보,초조본 신찬일체경원품차록 권20,서울,용산구,11,11,0002450000000,37.5240413763397,126.980350241652
국보,초조본 대보적경 권59,서울,용산구,11,11,0002460000000,37.5240413763397,126.980350241652
국보,공주 의당 금동보살입상,충남,공주시,11,34,0002470000000,36.4655996983205,127.112372995153
국보,조선방역지도,경기,과천시,11,31,0002480000000,37.4241633,126.9796956
국보,동궐도(1989),서울,성북구,11,11,0002490000100,0,0
국보,동궐도(1995),부산,서구,11,21,0002490000200,0,0
국보,이원길 개국원종공신녹권,서울,서대문구,11,11,0002500000000,0,0
국보,초조본 대승아비달마잡집론 권14,서울,서대문구,11,11,0002510000000,0,0
국보,청자 음각‘효문’명 연화문 매병,서울,용산구,11,11,0002520000000,37.5365283,126.9961867
국보,청자 양각연화당초상감모란문 은테 발,서울,용산구,11,11,0002530000000,37.5240413763397,126.980350241652
국보,청자 음각연화문 유개매병,부산,금정구,11,21,0002540000000,0,0
국보,전 덕산 청동방울 일괄,서울,용산구,11,11,0002550000000,37.5384272,126.9654442
국보,초조본 대방광불화엄경 주본 권1,경기,용인시,11,31,0002560000000,37.2683295776315,127.108755608431
국보,초조본 대방광불화엄경 주본 권29,충북,단양군,11,33,0002570000000,0,0
국보,백자 청화죽문 각병,서울,용산구,11,11,0002580000000,37.5365283,126.9961867
국보,분청사기 상감운룡문 항아리,서울,용산구,11,11,0002590000000,37.5240413763397,126.980350241652
국보,분청사기 박지철채모란문 자라병,서울,용산구,11,11,0002600000000,37.5240413763397,126.980350241652
국보,백자 유개항아리,서울,용산구,11,11,0002610000000,37.5365283,126.9961867
국보,백자 달항아리(1991),경기,용인시,11,31,0002620000000,0,0
국보,백자 청화산수화조문 항아리,부산,해운대구,11,21,0002630000000,0,0
국보,포항 냉수리 신라비,경북,포항시,11,37,0002640000000,36.1298728090165,129.263064134895
국보,초조본 대방광불화엄경 주본 권13,서울,종로구,11,11,0002650000000,37.5729503,126.9793579
국보,"초조본 대방광불화엄경 주본 권2,75",서울,관악구,11,11,0002660000000,37.4810717,126.9183525
국보,초조본 아비달마식신족론 권12,서울,관악구,11,11,0002670000000,37.4810717,126.9183525
국보,"초조본 아비담비바사론 권11, 17",서울,관악구,11,11,0002680000000,37.4810717,126.9183525
국보,초조본 불설최상근본대락금강불공삼매대교왕경 권6,서울,관악구,11,11,0002690000000,37.4810717,126.9183525
국보,청자 모자원숭이모양 연적,서울,성북구,11,11,0002700000000,37.589116,127.0182146
국보,초조본 현양성교론 권12,서울,용산구,11,11,0002710000000,37.5240413763397,126.980350241652
국보,초조본 유가사지론 권32,서울,용산구,11,11,0002720000000,37.5240413763397,126.980350241652
국보,초조본 유가사지론 권15,서울,용산구,11,11,0002730000000,37.5240413763397,126.980350241652
국보,도기 기마인물형 뿔잔,경북,경주시,11,37,0002750000000,35.8293874259588,129.227912382125
국보,초조본 유가사지론 권53,인천,연수구,11,23,0002760000000,37.4198044,126.6567179
국보,초조본 대방광불화엄경 주본 권36,강원,원주시,11,51,0002770000000,0,0
국보,초조본 대방광불화엄경 주본 권74,충북,단양군,11,33,0002790000000,0,0
국보,성거산 천흥사명 동종,서울,용산구,11,11,0002800000000,37.5240413763397,126.980350241652
국보,백자 병형 주전자,서울,관악구,11,11,0002810000000,37.4810717,126.9183525
국보,영주 흑석사 목조아미타여래좌상 및 복장유물,경북,영주시,11,37,0002820000000,35.8458590712431,128.637925230409
국보,통감속편,경기,성남시,11,31,0002830000000,37.3930295720453,127.052183461948
국보,"초조본 대반야바라밀다경 권162, 170, 463",서울,강남구,11,11,0002840000000,0,0
국보,울주 대곡리 반구대 암각화,울산,울주군,11,26,0002850000000,35.6038151324587,129.177842844766
국보,백자 ‘천’ ‘지’ ‘현’ ‘황‘명 발,서울,용산구,11,11,0002860000000,37.5384272,126.9654442
국보,백제 금동대향로,충남,부여군,11,34,0002870000000,36.276362859528,126.918989357639
국보,부여 능산리사지 석조사리감,충남,부여군,11,34,0002880000000,36.276362859528,126.918989357639
국보,익산 왕궁리 오층석탑,전북,익산시,11,35,0002890000000,35.9731253112553,127.054583714475
국보,양산 통도사 대웅전 및 금강계단,경남,양산시,11,38,0002900000000,35.4880441674261,129.063712922387
국보,용감수경 권3~4,서울,성북구,11,11,0002910000000,37.5887581,127.0191886
